Chart,Alert_ID,Tool,Resource,Query,Original_YAML
traefik-hub,CKV_K8S_21,checkov,"['Deployment/default/traefik-hub', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because the default namespace should not be used. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'traefik-hub', 'namespace': 'default', 'labels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default', 'helm.sh/chart': 'traefik-hub-4.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'selector': {'matchLabels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default'}}, 'strategy': {'rollingUpdate': {'maxSurge': 1, 'maxUnavailable': 0}, 'type': 'RollingUpdate'}, 'minReadySeconds': 0, 'template': {'metadata': {'annotations': {'prometheus.io/scrape': 'true', 'prometheus.io/path': '/metrics', 'prometheus.io/port': '9100'}, 'labels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default', 'helm.sh/chart': 'traefik-hub-4.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'serviceAccountName': 'traefik-hub', 'affinity': {'podAntiAffinity': {'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchExpressions': [{'key': 'name', 'operator': 'In', 'values': ['traefik']}]}, 'topologyKey': 'kubernetes.io/hostname'}}]}}, 'topologySpreadConstraints': [{'maxSkew': 2, 'topologyKey': 'topology.kubernetes.io/zone', 'whenUnsatisfiable': 'ScheduleAnyway', 'labelSelector': {'matchLabels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default'}}}], 'terminationGracePeriodSeconds': 30, 'hostNetwork': False, 'priorityClassName': None, 'automountServiceAccountToken': True, 'containers': [{'image': 'ghcr.io/traefik/traefik-hub:v2.11.0', 'imagePullPolicy': 'IfNotPresent', 'name': 'traefik', 'args': ['ic', '--entrypoints.metrics.address=:9100', '--entrypoints.traefik.address=:9000', '--entrypoints.web.address=:8000', '--entrypoints.websecure.address=:8443', '--entrypoints.websecure.http.tls=true', '--hub.admission.listenAddr=:7500', '--hub.token=$(HUB_TOKEN)', '--metrics.prometheus.entryPoint=metrics', '--ping.entrypoint=traefik', '--providers.kubernetescrd.allowCrossNamespace=true', '--providers.kubernetescrd.allowEmptyServices=true', '--providers.kubernetescrd.allowExternalNameServices=true', '--providers.kubernetesingress.allowEmptyServices=true', '--providers.kubernetesingress.allowExternalNameServices=true'], 'env': [{'name': 'HUB_TOKEN', 'valueFrom': {'secretKeyRef': {'name': 'hub-agent-token', 'key': 'token'}}}, {'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'readinessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 1, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'livenessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 3, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'ports': [{'name': 'admission', 'containerPort': 7500, 'protocol': 'TCP'}, {'name': 'web', 'containerPort': 8000, 'protocol': 'TCP'}, {'name': 'websecure', 'containerPort': 8443, 'protocol': 'TCP'}, {'name': 'traefik', 'containerPort': 9000, 'protocol': 'TCP'}, {'name': 'metrics', 'containerPort': 9100, 'protocol': 'TCP'}], 'securityContext': {'allowPrivilegeEscalation': False, 'capabilities': {'drop': ['ALL']}, 'readOnlyRootFilesystem': True, 'runAsGroup': 65532, 'runAsNonRoot': True, 'runAsUser': 65532, 'seccompProfile': {'type': 'RuntimeDefault'}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/var/lib/traefik'}, {'name': 'tmp', 'mountPath': '/tmp'}]}], 'securityContext': {'fsGroup': 65532}, 'volumes': [{'name': 'data', 'emptyDir': {}}, {'name': 'tmp', 'emptyDir': {}}]}}}}"
traefik-hub,CKV_K8S_12,checkov,"['Deployment/default/traefik-hub', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because memory requests should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'image': 'ghcr.io/traefik/traefik-hub:v2.11.0', 'imagePullPolicy': 'IfNotPresent', 'name': 'traefik', 'args': ['ic', '--entrypoints.metrics.address=:9100', '--entrypoints.traefik.address=:9000', '--entrypoints.web.address=:8000', '--entrypoints.websecure.address=:8443', '--entrypoints.websecure.http.tls=true', '--hub.admission.listenAddr=:7500', '--hub.token=$(HUB_TOKEN)', '--metrics.prometheus.entryPoint=metrics', '--ping.entrypoint=traefik', '--providers.kubernetescrd.allowCrossNamespace=true', '--providers.kubernetescrd.allowEmptyServices=true', '--providers.kubernetescrd.allowExternalNameServices=true', '--providers.kubernetesingress.allowEmptyServices=true', '--providers.kubernetesingress.allowExternalNameServices=true'], 'env': [{'name': 'HUB_TOKEN', 'valueFrom': {'secretKeyRef': {'name': 'hub-agent-token', 'key': 'token'}}}, {'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'readinessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 1, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'livenessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 3, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'ports': [{'name': 'admission', 'containerPort': 7500, 'protocol': 'TCP'}, {'name': 'web', 'containerPort': 8000, 'protocol': 'TCP'}, {'name': 'websecure', 'containerPort': 8443, 'protocol': 'TCP'}, {'name': 'traefik', 'containerPort': 9000, 'protocol': 'TCP'}, {'name': 'metrics', 'containerPort': 9100, 'protocol': 'TCP'}], 'securityContext': {'allowPrivilegeEscalation': False, 'capabilities': {'drop': ['ALL']}, 'readOnlyRootFilesystem': True, 'runAsGroup': 65532, 'runAsNonRoot': True, 'runAsUser': 65532, 'seccompProfile': {'type': 'RuntimeDefault'}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/var/lib/traefik'}, {'name': 'tmp', 'mountPath': '/tmp'}]}"
traefik-hub,CKV_K8S_43,checkov,"['Deployment/default/traefik-hub', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because image should use digest. You must only generate YAML code between --- characters, with no additional text or description.","{'image': 'ghcr.io/traefik/traefik-hub:v2.11.0', 'imagePullPolicy': 'IfNotPresent', 'name': 'traefik', 'args': ['ic', '--entrypoints.metrics.address=:9100', '--entrypoints.traefik.address=:9000', '--entrypoints.web.address=:8000', '--entrypoints.websecure.address=:8443', '--entrypoints.websecure.http.tls=true', '--hub.admission.listenAddr=:7500', '--hub.token=$(HUB_TOKEN)', '--metrics.prometheus.entryPoint=metrics', '--ping.entrypoint=traefik', '--providers.kubernetescrd.allowCrossNamespace=true', '--providers.kubernetescrd.allowEmptyServices=true', '--providers.kubernetescrd.allowExternalNameServices=true', '--providers.kubernetesingress.allowEmptyServices=true', '--providers.kubernetesingress.allowExternalNameServices=true'], 'env': [{'name': 'HUB_TOKEN', 'valueFrom': {'secretKeyRef': {'name': 'hub-agent-token', 'key': 'token'}}}, {'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'readinessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 1, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'livenessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 3, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'ports': [{'name': 'admission', 'containerPort': 7500, 'protocol': 'TCP'}, {'name': 'web', 'containerPort': 8000, 'protocol': 'TCP'}, {'name': 'websecure', 'containerPort': 8443, 'protocol': 'TCP'}, {'name': 'traefik', 'containerPort': 9000, 'protocol': 'TCP'}, {'name': 'metrics', 'containerPort': 9100, 'protocol': 'TCP'}], 'securityContext': {'allowPrivilegeEscalation': False, 'capabilities': {'drop': ['ALL']}, 'readOnlyRootFilesystem': True, 'runAsGroup': 65532, 'runAsNonRoot': True, 'runAsUser': 65532, 'seccompProfile': {'type': 'RuntimeDefault'}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/var/lib/traefik'}, {'name': 'tmp', 'mountPath': '/tmp'}]}"
helmchart,CKV_K8S_21,checkov,"['ServiceAccount/default/helmchart', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following ServiceAccount YAML resource because the default namespace should not be used. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'ServiceAccount', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}}"
helmchart,CKV_K8S_21,checkov,"['Service/default/helmchart', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Service YAML resource because the default namespace should not be used. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Service', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'type': 'ClusterIP', 'ports': [{'port': 80, 'targetPort': 'http', 'protocol': 'TCP', 'name': 'http'}], 'selector': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}}"
helmchart,CKV_K8S_13,checkov,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because memory limits should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}"
helmchart,CKV_K8S_37,checkov,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because minimize the admission of containers with capabilities assigned. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}"
helmchart,CKV_K8S_15,checkov,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because image pull policy should be always. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}"
helmchart,CKV_K8S_31,checkov,"['Deployment/default/helmchart', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because ensure that the seccomp profile is set to docker/default or runtime/default. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'spec': {'serviceAccountName': 'helmchart', 'securityContext': {}, 'containers': [{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}"
helmchart,CKV_K8S_28,checkov,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because minimize the admission of containers with the net_raw capability. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}"
helmchart,CKV_K8S_23,checkov,"['Deployment/default/helmchart', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because minimize the admission of root containers. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'spec': {'serviceAccountName': 'helmchart', 'securityContext': {}, 'containers': [{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}"
helmchart,CKV_K8S_20,checkov,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because containers should not run with allowprivilegeescalation. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}"
helmchart,CKV_K8S_11,checkov,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because cpu limits should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}"
helmchart,CKV_K8S_38,checkov,"['Deployment/default/helmchart', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because ensure that service account tokens are only mounted where necessary. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'spec': {'serviceAccountName': 'helmchart', 'securityContext': {}, 'containers': [{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}"
helmchart,CKV_K8S_22,checkov,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because use read-only filesystem for containers where possible. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}"
helmchart,CKV_K8S_21,checkov,"['Deployment/default/helmchart', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because the default namespace should not be used. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'spec': {'serviceAccountName': 'helmchart', 'securityContext': {}, 'containers': [{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}"
helmchart,CKV_K8S_43,checkov,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because image should use digest. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}"
helmchart,CKV_K8S_40,checkov,"['Deployment/default/helmchart', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Deployment YAML resource because containers should run as a high uid to avoid host conflict. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'spec': {'serviceAccountName': 'helmchart', 'securityContext': {}, 'containers': [{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}"
