Chart,Tool,Alert_ID,Standard_ID,CIS_Cluster,Description,Resource,Original_YAML,Characters
traefik-hub,checkov,CKV_K8S_21,check_26,General Policies,The default namespace should not be used,"['Deployment/default/traefik-hub', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'traefik-hub', 'namespace': 'default', 'labels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default', 'helm.sh/chart': 'traefik-hub-4.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'selector': {'matchLabels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default'}}, 'strategy': {'rollingUpdate': {'maxSurge': 1, 'maxUnavailable': 0}, 'type': 'RollingUpdate'}, 'minReadySeconds': 0, 'template': {'metadata': {'annotations': {'prometheus.io/scrape': 'true', 'prometheus.io/path': '/metrics', 'prometheus.io/port': '9100'}, 'labels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default', 'helm.sh/chart': 'traefik-hub-4.2.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'serviceAccountName': 'traefik-hub', 'affinity': {'podAntiAffinity': {'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchExpressions': [{'key': 'name', 'operator': 'In', 'values': ['traefik']}]}, 'topologyKey': 'kubernetes.io/hostname'}}]}}, 'topologySpreadConstraints': [{'maxSkew': 2, 'topologyKey': 'topology.kubernetes.io/zone', 'whenUnsatisfiable': 'ScheduleAnyway', 'labelSelector': {'matchLabels': {'app.kubernetes.io/name': 'traefik-hub', 'app.kubernetes.io/instance': 'traefik-hub-default'}}}], 'terminationGracePeriodSeconds': 30, 'hostNetwork': False, 'priorityClassName': None, 'automountServiceAccountToken': True, 'containers': [{'image': 'ghcr.io/traefik/traefik-hub:v2.11.0', 'imagePullPolicy': 'IfNotPresent', 'name': 'traefik', 'args': ['ic', '--entrypoints.metrics.address=:9100', '--entrypoints.traefik.address=:9000', '--entrypoints.web.address=:8000', '--entrypoints.websecure.address=:8443', '--entrypoints.websecure.http.tls=true', '--hub.admission.listenAddr=:7500', '--hub.token=$(HUB_TOKEN)', '--metrics.prometheus.entryPoint=metrics', '--ping.entrypoint=traefik', '--providers.kubernetescrd.allowCrossNamespace=true', '--providers.kubernetescrd.allowEmptyServices=true', '--providers.kubernetescrd.allowExternalNameServices=true', '--providers.kubernetesingress.allowEmptyServices=true', '--providers.kubernetesingress.allowExternalNameServices=true'], 'env': [{'name': 'HUB_TOKEN', 'valueFrom': {'secretKeyRef': {'name': 'hub-agent-token', 'key': 'token'}}}, {'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'readinessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 1, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'livenessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 3, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'ports': [{'name': 'admission', 'containerPort': 7500, 'protocol': 'TCP'}, {'name': 'web', 'containerPort': 8000, 'protocol': 'TCP'}, {'name': 'websecure', 'containerPort': 8443, 'protocol': 'TCP'}, {'name': 'traefik', 'containerPort': 9000, 'protocol': 'TCP'}, {'name': 'metrics', 'containerPort': 9100, 'protocol': 'TCP'}], 'securityContext': {'allowPrivilegeEscalation': False, 'capabilities': {'drop': ['ALL']}, 'readOnlyRootFilesystem': True, 'runAsGroup': 65532, 'runAsNonRoot': True, 'runAsUser': 65532, 'seccompProfile': {'type': 'RuntimeDefault'}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/var/lib/traefik'}, {'name': 'tmp', 'mountPath': '/tmp'}]}], 'securityContext': {'fsGroup': 65532}, 'volumes': [{'name': 'data', 'emptyDir': {}}, {'name': 'tmp', 'emptyDir': {}}]}}}}",3777
traefik-hub,checkov,CKV_K8S_12,check_1,N/A,Memory requests should be set,"['Deployment/default/traefik-hub', 'spec/template/spec/containers/0']","{'image': 'ghcr.io/traefik/traefik-hub:v2.11.0', 'imagePullPolicy': 'IfNotPresent', 'name': 'traefik', 'args': ['ic', '--entrypoints.metrics.address=:9100', '--entrypoints.traefik.address=:9000', '--entrypoints.web.address=:8000', '--entrypoints.websecure.address=:8443', '--entrypoints.websecure.http.tls=true', '--hub.admission.listenAddr=:7500', '--hub.token=$(HUB_TOKEN)', '--metrics.prometheus.entryPoint=metrics', '--ping.entrypoint=traefik', '--providers.kubernetescrd.allowCrossNamespace=true', '--providers.kubernetescrd.allowEmptyServices=true', '--providers.kubernetescrd.allowExternalNameServices=true', '--providers.kubernetesingress.allowEmptyServices=true', '--providers.kubernetesingress.allowExternalNameServices=true'], 'env': [{'name': 'HUB_TOKEN', 'valueFrom': {'secretKeyRef': {'name': 'hub-agent-token', 'key': 'token'}}}, {'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'readinessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 1, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'livenessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 3, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'ports': [{'name': 'admission', 'containerPort': 7500, 'protocol': 'TCP'}, {'name': 'web', 'containerPort': 8000, 'protocol': 'TCP'}, {'name': 'websecure', 'containerPort': 8443, 'protocol': 'TCP'}, {'name': 'traefik', 'containerPort': 9000, 'protocol': 'TCP'}, {'name': 'metrics', 'containerPort': 9100, 'protocol': 'TCP'}], 'securityContext': {'allowPrivilegeEscalation': False, 'capabilities': {'drop': ['ALL']}, 'readOnlyRootFilesystem': True, 'runAsGroup': 65532, 'runAsNonRoot': True, 'runAsUser': 65532, 'seccompProfile': {'type': 'RuntimeDefault'}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/var/lib/traefik'}, {'name': 'tmp', 'mountPath': '/tmp'}]}",2073
traefik-hub,checkov,CKV_K8S_43,check_9,N/A,Image should use digest,"['Deployment/default/traefik-hub', 'spec/template/spec/containers/0']","{'image': 'ghcr.io/traefik/traefik-hub:v2.11.0', 'imagePullPolicy': 'IfNotPresent', 'name': 'traefik', 'args': ['ic', '--entrypoints.metrics.address=:9100', '--entrypoints.traefik.address=:9000', '--entrypoints.web.address=:8000', '--entrypoints.websecure.address=:8443', '--entrypoints.websecure.http.tls=true', '--hub.admission.listenAddr=:7500', '--hub.token=$(HUB_TOKEN)', '--metrics.prometheus.entryPoint=metrics', '--ping.entrypoint=traefik', '--providers.kubernetescrd.allowCrossNamespace=true', '--providers.kubernetescrd.allowEmptyServices=true', '--providers.kubernetescrd.allowExternalNameServices=true', '--providers.kubernetesingress.allowEmptyServices=true', '--providers.kubernetesingress.allowExternalNameServices=true'], 'env': [{'name': 'HUB_TOKEN', 'valueFrom': {'secretKeyRef': {'name': 'hub-agent-token', 'key': 'token'}}}, {'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'readinessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 1, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'livenessProbe': {'httpGet': {'path': '/ping', 'port': 9000, 'scheme': 'HTTP'}, 'failureThreshold': 3, 'initialDelaySeconds': 2, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 2}, 'ports': [{'name': 'admission', 'containerPort': 7500, 'protocol': 'TCP'}, {'name': 'web', 'containerPort': 8000, 'protocol': 'TCP'}, {'name': 'websecure', 'containerPort': 8443, 'protocol': 'TCP'}, {'name': 'traefik', 'containerPort': 9000, 'protocol': 'TCP'}, {'name': 'metrics', 'containerPort': 9100, 'protocol': 'TCP'}], 'securityContext': {'allowPrivilegeEscalation': False, 'capabilities': {'drop': ['ALL']}, 'readOnlyRootFilesystem': True, 'runAsGroup': 65532, 'runAsNonRoot': True, 'runAsUser': 65532, 'seccompProfile': {'type': 'RuntimeDefault'}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/var/lib/traefik'}, {'name': 'tmp', 'mountPath': '/tmp'}]}",2073
traefik-hub,checkov,CKV2_K8S_6,check_40,Network Policies and CNI,Minimize the admission of pods which lack an associated NetworkPolicy,"['Pod/default/traefik-hub', 'resource_type']",{},29796
helmchart,checkov,CKV_K8S_21,check_26,General Policies,The default namespace should not be used,"['ServiceAccount/default/helmchart', '']","{'apiVersion': 'v1', 'kind': 'ServiceAccount', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}}",290
helmchart,checkov,CKV_K8S_21,check_26,General Policies,The default namespace should not be used,"['Service/default/helmchart', '']","{'apiVersion': 'v1', 'kind': 'Service', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'type': 'ClusterIP', 'ports': [{'port': 80, 'targetPort': 'http', 'protocol': 'TCP', 'name': 'http'}], 'selector': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}}",492
helmchart,checkov,CKV_K8S_13,check_2,N/A,Memory limits should be set,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}",313
helmchart,checkov,CKV_K8S_37,check_34,Pod Security Policy,Minimize the admission of containers with capabilities assigned,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}",313
helmchart,checkov,CKV_K8S_15,check_25,N/A,Image Pull Policy should be Always,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}",313
helmchart,checkov,CKV_K8S_31,check_31,General Policies,Ensure that the seccomp profile is set to docker/default or runtime/default,"['Deployment/default/helmchart', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'spec': {'serviceAccountName': 'helmchart', 'securityContext': {}, 'containers': [{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}",950
helmchart,checkov,CKV_K8S_28,check_34,Pod Security Policy,Minimize the admission of containers with the NET_RAW capability,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}",313
helmchart,checkov,CKV_K8S_23,check_28,Pod Security Policy,Minimize the admission of root containers,"['Deployment/default/helmchart', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'spec': {'serviceAccountName': 'helmchart', 'securityContext': {}, 'containers': [{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}",950
helmchart,checkov,CKV_K8S_20,check_22,Pod Security Policy,Containers should not run with allowPrivilegeEscalation,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}",313
helmchart,checkov,CKV_K8S_11,check_5,N/A,CPU limits should be set,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}",313
helmchart,checkov,CKV_K8S_38,check_35,RBAC and Service Accounts,Ensure that Service Account Tokens are only mounted where necessary,"['Deployment/default/helmchart', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'spec': {'serviceAccountName': 'helmchart', 'securityContext': {}, 'containers': [{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}",950
helmchart,checkov,CKV_K8S_22,check_27,N/A,Use read-only filesystem for containers where possible,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}",313
helmchart,checkov,CKV_K8S_21,check_26,General Policies,The default namespace should not be used,"['Deployment/default/helmchart', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'spec': {'serviceAccountName': 'helmchart', 'securityContext': {}, 'containers': [{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}",950
helmchart,checkov,CKV_K8S_43,check_9,N/A,Image should use digest,"['Deployment/default/helmchart', 'spec/template/spec/containers/0']","{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}",313
helmchart,checkov,CKV_K8S_40,check_13,N/A,Containers should run as a high UID to avoid host conflict,"['Deployment/default/helmchart', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'helmchart', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart'}}, 'spec': {'serviceAccountName': 'helmchart', 'securityContext': {}, 'containers': [{'name': 'helmchart', 'securityContext': {}, 'image': 'nginx:1.16.0', 'imagePullPolicy': 'IfNotPresent', 'ports': [{'name': 'http', 'containerPort': 80, 'protocol': 'TCP'}], 'livenessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'readinessProbe': {'httpGet': {'path': '/', 'port': 'http'}}, 'resources': {}}]}}}}",950
helmchart,checkov,CKV_K8S_13,check_2,N/A,Memory limits should be set,"['Pod/default/helmchart-test-connection', 'spec/containers/0']","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}",83
helmchart,checkov,CKV_K8S_37,check_34,Pod Security Policy,Minimize the admission of containers with capabilities assigned,"['Pod/default/helmchart-test-connection', 'spec/containers/0']","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}",83
helmchart,checkov,CKV_K8S_10,check_4,N/A,CPU requests should be set,"['Pod/default/helmchart-test-connection', 'spec/containers/0']","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}",83
helmchart,checkov,CKV_K8S_30,check_30,General Policies,Apply security context to your containers,"['Pod/default/helmchart-test-connection', 'spec/containers/0']","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}",83
helmchart,checkov,CKV_K8S_9,check_8,N/A,Readiness Probe Should be Configured,"['Pod/default/helmchart-test-connection', 'spec/containers/0']","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}",83
helmchart,checkov,CKV_K8S_31,check_31,General Policies,Ensure that the seccomp profile is set to docker/default or runtime/default,"['Pod/default/helmchart-test-connection', '']","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'helmchart-test-connection', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}], 'restartPolicy': 'Never'}}",473
helmchart,checkov,CKV_K8S_29,check_30,General Policies,Apply security context to your pods and containers,"['Pod/default/helmchart-test-connection', '']","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'helmchart-test-connection', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}], 'restartPolicy': 'Never'}}",473
helmchart,checkov,CKV_K8S_28,check_34,Pod Security Policy,Minimize the admission of containers with the NET_RAW capability,"['Pod/default/helmchart-test-connection', 'spec/containers/0']","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}",83
helmchart,checkov,CKV_K8S_23,check_28,Pod Security Policy,Minimize the admission of root containers,"['Pod/default/helmchart-test-connection', '']","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'helmchart-test-connection', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}], 'restartPolicy': 'Never'}}",473
helmchart,checkov,CKV_K8S_20,check_22,Pod Security Policy,Containers should not run with allowPrivilegeEscalation,"['Pod/default/helmchart-test-connection', 'spec/containers/0']","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}",83
helmchart,checkov,CKV_K8S_11,check_5,N/A,CPU limits should be set,"['Pod/default/helmchart-test-connection', 'spec/containers/0']","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}",83
helmchart,checkov,CKV_K8S_38,check_35,RBAC and Service Accounts,Ensure that Service Account Tokens are only mounted where necessary,"['Pod/default/helmchart-test-connection', '']","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'helmchart-test-connection', 'labels': {'helm.sh/chart': 'helmchart-0.1.0', 'app.kubernetes.io/name': 'helmchart', 'app.kubernetes.io/instance': 'helmchart', 'app.kubernetes.io/version': '1.16.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}], 'restartPolicy': 'Never'}}",473
helmchart,checkov,CKV_K8S_22,check_27,N/A,Use read-only filesystem for containers where possible,"['Pod/default/helmchart-test-connection', 'spec/containers/0']","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['helmchart:80']}",83
